refId-ignore,uid,name,phone,email,address,city,Wt_Attribute_Match,Wt_Attribute_Score,id,,
139DAF67-C1C3-1F63-972D-49021E959C31,base942,Orlando G. Estrada,5663027421,nec.ante@aol.com,"P.O. Box 339, 4225 Ut Rd.",Grand Island,[941],[3.0],2046,,
B3EED8C4-8ADA-CFB8-14D0-597D67C7A55E,base1441,"Morse, Blaze Y.",1-232-384-4380,nec.ante@outlook.ca,5754 Cras Street,Hattiesburg,[1440],[3.0],482,,
992AC2C7-5973-27FD-E123-C0A4D95B0CF2,base508,"Farrell, Georgia",6518853573,nec.cursus@yahoo.com,2760 In Ave,Colorado Springs,[507],[3.0],1561,,
A1A293BA-41CB-6721-3C65-4BED363989A1,base1035,"Fields, Josephine J.",1-285-346-9522,nec.diam@icloud.com,6083 Malesuada. Av.,Bellevue,[1034],[3.0],37,,
7BB4C67A-4ECC-9464-99E8-ECEE8B8D28ED,base1414,"Herrera, Wang U.",(252) 287-3855,nec.diam@icloud.edu,Ap #411-8434 Pede. Rd.,West Jordan,[1413],[3.0],452,,
43489AEB-CB2C-2BA1-D973-CE3822FFDE81,base643,"Cochran, Bernard",8542667638,nec.euismod@outlook.com,619-3062 Et Av.,Richmond,[642],[3.0],1714,,
09A1BA2A-AB73-E878-DD2A-F18A1E522737,base1113,"Long, Shoshana",1-554-115-6714,nec.imperdiet.nec@google.com,Ap #306-9731 Lacinia Street,Rutland,[1112],[3.0],123,,
710BE9D7-F62C-48BA-1191-B887A3EDAA71,base1775,"Pickett, Serena H.",(367) 414-1762,nec.ligula.consectetuer@yahoo.com,"P.O. Box 650, 4033 Eu, Ave",Birmingham,"[1774, 2274, 2774]","[3.0, 2.5, 1.5]",913,,
710BE9D7-F62C-48BA-1191-B887A3EDAA71,defaults275,"Pickett, Serena H.",(367) 414-1762,nec.ligula.consectetuer@yahoo.com,,,"[1774, 2274, 2774]","[2.5, 2.5, 1.5]",913,,
9965FCE5-574B-CE83-858E-E8B2D7F564F0,base452,Armando Blanchard,1-747-341-2609,nec.ligula@yahoo.org,528-7594 Nam St.,Dallas,[451],[3.0],1500,,
C31191A7-B24A-098D-A4D5-C8FDB1317C19,base1368,Aurora O. Jackson,1-674-340-7587,nec.luctus.felis@yahoo.net,"P.O. Box 239, 8564 Vel, St.",Gresham,[1367],[3.0],401,,
0ADD457E-9AE3-B5A9-D66F-4ADA5791E464,base470,"Beach, Pearl",1-978-571-1312,nec.luctus@outlook.edu,8203 Lacus. St.,South Burlington,[469],[3.0],1518,,
5C6B9590-92C7-75DA-68E9-75203C06B837,base1003,William X. Bean,(830) 837-9777,nec.malesuada.ut@aol.couk,Ap #117-5214 Ornare Road,Chattanooga,[1002],[3.0],4,,
D90E5905-5765-34A1-7CD6-15C4861E4D97,base1563,Elmo K. Dejesus,(685) 868-8732,nec.malesuada.ut@icloud.com,"149-8642 Vulputate, Av.",Salem,"[1562, 1847, 2062, 2347, 2562]","[3.0, 1.0, 2.5, 1.0, 1.5]",620,,
D90E5905-5765-34A1-7CD6-15C4861E4D97,defaults63,Elmo K. Dejesus,(685) 868-8732,nec.malesuada.ut@icloud.com,,,"[1562, 1847, 2062, 2347, 2562]","[2.5, 1.0, 2.5, 1.0, 1.5]",620,,
CF139E6E-7723-1D58-5F6B-EC7803342651,base1848,"Benson, Elton",(953) 703-8060,nec.malesuada.ut@icloud.com,Ap #199-9294 Adipiscing Road,Fort Worth,"[1562, 1847, 2062, 2347, 2847]","[1.0, 3.0, 1.0, 2.5, 1.5]",621,,
CF139E6E-7723-1D58-5F6B-EC7803342651,defaults348,"Benson, Elton",(953) 703-8060,nec.malesuada.ut@icloud.com,,,"[1562, 1847, 2062, 2347, 2847]","[1.0, 2.5, 1.0, 2.5, 1.5]",621,,
C39F7238-9AC2-66F8-3320-BE1C2E0AA220,base1127,Kirestin X. Valenzuela,(867) 593-2570,nec.malesuada.ut@protonmail.edu,209-9625 Pellentesque Street,Butte,[1126],[2.0],137,,
163AF89D-763A-3B7B-EC78-15AB21B3C1F2,base1321,Joelle Daniel,2593635097,nec.malesuada@aol.net,402-6337 Lectus Rd.,Dover,[1320],[3.0],352,,
EDA85543-72A1-3E23-18ED-0396ABC463C5,base554,"Holland, Joseph P.",1-768-428-9913,nec.mauris@icloud.com,Ap #150-7642 Elit. St.,Casper,[553],[3.0],1613,,
2AB35320-946C-BE1D-E85C-2206E112B9BC,base1269,"George, Macey",1-708-926-4480,nec.orci@aol.com,"P.O. Box 793, 810 Nam Road",Frankfort,[1268],[3.0],292,,
C3D4594A-A3C7-F31F-5A4B-A60D69A9E627,base1804,"Mercado, Shaine",8664257747,nec.quam@google.com,Ap #887-6202 Risus. Av.,Glendale,"[1803, 2303, 2803]","[3.0, 2.5, 1.5]",950,,
C3D4594A-A3C7-F31F-5A4B-A60D69A9E627,defaults304,"Mercado, Shaine",8664257747,nec.quam@google.com,,,"[1803, 2303, 2803]","[2.5, 2.5, 1.5]",950,,
43236763-041D-7A3F-19C8-73787ACD61CA,base1376,"Jefferson, Dane",8772616755,nec.quam@protonmail.com,"P.O. Box 101, 9893 Aenean Street",Minneapolis,[1375],[3.0],410,,
2847B852-F082-3C15-316E-8A71318DB230,base1172,"Wiley, Christopher",(687) 960-5312,nec.tempus.mauris@protonmail.couk,Ap #320-1823 Cursus St.,Tucson,[1171],[3.0],187,,
96A6BDAB-1E73-F6E6-A695-8FC78A83F171,base1981,Christopher Dudley,(482) 550-4879,nec.tempus.scelerisque@yahoo.com,396-7632 Iaculis Avenue,Des Moines,"[1980, 2980]","[2.0, 1.5]",1190,,
249393A7-6BC7-DD8A-1E0C-8CB8EFD33BEC,base15,"Weber, Walker U.",(821) 265-6015,nec.tempus@hotmail.org,"345-8239 Et, Avenue",Chesapeake,[14],[3.0],545,,
8B7E8D2B-A8A3-9374-0DAE-6EFF38CA06A4,base766,Jade X. Chandler,(113) 737-7850,nec.tempus@icloud.com,Ap #909-9580 Aenean Rd.,Pocatello,[765],[3.0],1854,,
7AD064F7-A2C2-7B67-CDE5-C7B831DFD4C5,base84,Justine Banks,1-521-643-5585,nec.urna@protonmail.net,9776 Ullamcorper St.,Montpelier,[83],[3.0],1935,,
CB792374-92BB-BAE1-6BCA-5053CD412A4A,base1793,Alana Sheppard,(464) 264-6574,nec@aol.com,7438 Ut Street,Hillsboro,"[261, 1792, 2292, 2792]","[1.0, 3.0, 2.0, 1.5]",1286,,
CB792374-92BB-BAE1-6BCA-5053CD412A4A,defaults293,John Doe,(464) 264-6574,nec@aol.com,,,"[261, 1792, 2292, 2792]","[1.0, 2.0, 2.5, 1.0]",1286,,
7533F343-A428-84A6-5FD4-6C74FBF5D4A7,base262,"Goodwin, Bert",(485) 486-7505,nec@aol.com,344-9234 Tincidunt Rd.,Great Falls,"[261, 1792, 2292]","[3.0, 1.0, 1.0]",1287,,
C6466D61-E03D-7D02-EBC0-376EEE6D309A,base39,"Sanchez, Duncan",1-711-545-5281,nec@aol.edu,173-5066 At Av.,Bloomington,[38],[3.0],1431,,
A37A6F90-DA95-98BF-9763-9C42E47D6C32,base630,Griffin Dale,3643853172,nec@google.com,"P.O. Box 415, 5048 Proin Av.",Denver,[629],[3.0],1699,,
642681D9-8920-A214-C9AF-65B250B8A56A,base1487,Jarrod Drake,(547) 160-7279,nec@hotmail.ca,Ap #653-2044 At Street,Tucson,"[111, 1486]","[1.0, 3.0]",120,,
B31C9487-E4A7-C8B9-803F-4DBC3C894AE8,base112,Keiko Morales,3627745641,nec@hotmail.ca,130-7485 Massa Road,Los Angeles,"[111, 1486]","[3.0, 1.0]",120,,
186FD0F7-27E6-5154-63DC-8EA75009D1B8,base583,Wang U. Perry,(785) 728-9434,nec@icloud.com,Ap #635-2600 Sed Road,Frankfort,[582],[3.0],1646,,
8D509033-E73D-C351-F8D9-B0BE4A925C99,base902,Iris P. Robbins,1-605-241-2658,nec@yahoo.com,748-2439 Quam Avenue,Omaha,[901],[3.0],2003,,
D685D1D8-7C39-65BD-6DA6-80BE151AFADB,base47,"Lambert, Amal",5271699922,neque.nullam.ut@google.com,787-2109 Euismod Av.,Kailua,[46],[3.0],1519,,
7104198C-D059-3E95-1198-A6A33E57A8A4,base575,Dominique Dunlap,1-700-526-4637,neque.nullam@google.com,Ap #260-2461 Erat Street,Orlando,[574],[3.0],1637,,
417D7824-912E-9339-A43A-9E76B8FD8818,base661,"Oliver, Alvin",(318) 183-3835,neque.nullam@icloud.com,Ap #227-7979 Aliquam Ave,Springfield,[660],[3.0],1734,,
E656AC62-0AE3-652E-A269-D20DAD57DC53,base1422,Ivan Giles,1-629-280-6840,neque.sed.eget@aol.com,Ap #305-9896 Eget Ave,Bloomington,[1421],[3.0],461,,
EBA1738D-BDA7-960B-A1D3-92DBEB67B267,base1796,"Le, Anastasia Q.",841848153,neque.sed.eget@yahoo.com,194-8300 Nibh St.,Hartford,"[1795, 2295, 2795]","[3.0, 2.5, 1.5]",936,,
EBA1738D-BDA7-960B-A1D3-92DBEB67B267,defaults296,"Le, Anastasia Q.",841848153,neque.sed.eget@yahoo.com,,,"[1795, 2295, 2795]","[2.5, 2.5, 1.5]",936,,
5CBE9CC3-3579-AD65-9E5C-D5CCB36B3B5E,base1936,Geraldine W. Callahan,8764952387,neque.sed@outlook.com,Ap #472-3568 Lectus St.,Orlando,"[1935, 2435, 2935]","[2.0, 1.5, 1.5]",1132,,
5CBE9CC3-3579-AD65-9E5C-D5CCB36B3B5E,defaults436,Geraldine W. Callahan,8764952387,neque.sed@outlook.com,,,"[1935, 2435, 2935]","[1.5, 1.5, 1.5]",1132,,
A87AB54A-A085-9666-9FD7-756CEA5F6808,base1813,"Wilkerson, Imelda",1-241-434-3338,neque.sed@yahoo.com,Ap #588-4880 Curabitur Ave,Anchorage,"[1812, 2312, 2812]","[3.0, 1.5, 1.5]",962,,
A87AB54A-A085-9666-9FD7-756CEA5F6808,defaults313,"Wilkerson, Imelda",000-000-0000,neque.sed@yahoo.com,,,"[1812, 2312]","[1.5, 1.5]",963,,
AD45D02E-ED37-7E89-1457-46362D61AA24,base1768,Madison Hampton,5199407843,neque.tellus@icloud.com,586-6056 Cubilia Rd.,Augusta,"[1767, 2267, 2767]","[3.0, 1.5, 1.5]",901,,
AD45D02E-ED37-7E89-1457-46362D61AA24,defaults268,Madison Hampton,000-000-0000,neque.tellus@icloud.com,,,"[1767, 2267]","[1.5, 1.5]",902,,
CAEEBF95-D41A-61C9-71E5-906D71843388,base627,Hammett P. Kennedy,(567) 784-3769,neque.venenatis@google.com,Ap #207-4209 Sed Road,Columbia,[626],[3.0],1695,,
CB3DBF07-B495-5132-2C6F-0599A3993281,base300,"Rivera, Lamar",1-244-772-7805,neque.venenatis@icloud.org,415-849 Faucibus Road,Bloomington,"[299, 1017]","[3.0, 1.0]",1328,,
DE784A2A-916B-30A1-E9AB-A2AD771C218E,base1018,Rana Ballard,3664272635,neque.venenatis@icloud.org,Ap #570-9149 Adipiscing Rd.,Fort Smith,"[299, 1017]","[1.0, 3.0]",1328,,
14F91168-47C6-7DA7-5143-884ABB493E82,defaults91,"Key, Elizabeth L.",000-000-0000,neque@google.com,,,No Match,No score,0,,
14F91168-47C6-7DA7-5143-884ABB493E82,base1591,"Key, Elizabeth L.",8783576884,neque@google.com,305-5029 Purus St.,Montgomery,"[1590, 2590]","[2.0, 1.5]",659,,
BABB43C4-4885-CBBE-AD31-6D6E8F554695,base1569,"Frost, Colorado",6408641358,neque@icloud.com,"P.O. Box 436, 4063 Urna. Rd.",Columbia,"[572, 1568, 2068, 2568]","[1.0, 3.0, 2.5, 1.5]",1634,,
BABB43C4-4885-CBBE-AD31-6D6E8F554695,defaults69,"Frost, Colorado",6408641358,neque@icloud.com,,,"[572, 1568, 2068, 2568]","[1.0, 2.5, 2.5, 1.5]",1634,,
A078B46A-1356-3D64-7B7B-CBCB60D4FA1B,base573,Oren G. Torres,4176839185,neque@icloud.com,"983-8999 Ante, Avenue",Essex,"[572, 1568, 2068]","[3.0, 1.0, 1.0]",1635,,
322E46E2-7EEC-5C91-FCC4-DCE3EC42B51C,base716,"Bryant, Burke",5967551882,neque@outlook.com,195-7306 Bibendum St.,Flint,"[292, 515, 715]","[1.0, 1.0, 3.0]",1321,,
9FC77265-2893-4C09-FE71-69EE432D3CBB,base293,"Dale, Xenos",1-319-697-1732,neque@outlook.com,"P.O. Box 122, 7731 Arcu. Ave",Sandy,"[292, 515, 715]","[3.0, 1.0, 1.0]",1321,,
FD345C7E-BE13-7C06-D298-80D8761F189C,base516,Diana Riggs,1-865-995-7915,neque@outlook.com,419-1000 Feugiat St.,Pocatello,"[292, 515, 715]","[1.0, 3.0, 1.0]",1321,,
D7711BC5-424A-8E12-06AE-8377D3AEEA59,base420,"Bowen, Donovan",2258731672,neque@outlook.net,843-2407 Integer Street,Newark,[419],[3.0],1464,,
676CED6D-27FD-737E-269A-2481B4199112,base1710,"Long, Emerson",1-374-158-4342,neque@yahoo.com,"P.O. Box 799, 1432 Tempor Avenue",Cleveland,"[1709, 2209, 2709]","[3.0, 2.5, 1.5]",827,,
676CED6D-27FD-737E-269A-2481B4199112,defaults210,"Long, Emerson",1-374-158-4342,neque@yahoo.com,,,"[1709, 2209, 2709]","[2.5, 2.5, 1.5]",827,,
A4E6D119-CAAD-464D-19BB-C22915FA9501,base819,"Shields, Hanae",4722348452,netus.et.malesuada@hotmail.com,Ap #928-563 Morbi Street,Knoxville,[818],[3.0],1912,,
28C83FE7-6217-3B93-E4C4-A2D855E50E81,base1362,Eleanor B. Cain,7656877543,netus.et.malesuada@hotmail.edu,Ap #689-4145 Hendrerit St.,Jonesboro,[1361],[3.0],395,,
0AAAA577-1B6C-58CC-4ECA-8767A9C481A5,base1434,"Mosley, Ivory U.",(603) 983-6122,netus.et.malesuada@outlook.org,Ap #429-5224 Nunc Avenue,Sterling Heights,[1433],[3.0],474,,
BBA1CAA1-C6FD-92D5-3372-2E9F44995794,base116,"Marshall, Hedy",1-875-883-1759,netus.et@yahoo.couk,Ap #733-5023 Sem Road,Oklahoma City,[115],[3.0],174,,
AB3C3411-7657-C9A5-4384-8340B1107297,base943,"Robles, Andrew Y.",(548) 345-6115,netus@aol.com,"P.O. Box 235, 6305 Metus Avenue",Little Rock,[942],[3.0],2047,,
26AECC41-59B8-BEB9-9685-37A77DD76DEB,base655,Audra Morin,1-781-775-2608,netus@outlook.com,"592-1264 At, Ave",Miami,[654],[3.0],1727,,
3DED003D-7E1B-760A-FE76-94C62CFEF12C,base954,Martina A. Brock,(677) 926-5837,nibh.aliquam.ornare@aol.com,"P.O. Box 635, 5190 Sit Av.",Springfield,[953],[3.0],2059,,
A3B47EB2-0CCA-BDBC-54AC-CCD85C1BF9C3,base1827,Oleg Burks,1-783-878-0363,nibh.donec@icloud.com,659-9558 Curae Avenue,Olympia,"[1826, 2326, 2826]","[3.0, 2.5, 1.5]",981,,
A3B47EB2-0CCA-BDBC-54AC-CCD85C1BF9C3,defaults327,Oleg Burks,1-783-878-0363,nibh.donec@icloud.com,,,"[1826, 2326, 2826]","[2.5, 2.5, 1.5]",981,,
C411A76A-FB66-5C38-9841-2C6343D4571B,base1513,"Hood, Geoffrey Y.",1-954-979-4205,nibh.enim.gravida@hotmail.com,3382 Ac Ave,Erie,"[1512, 2012, 2512]","[3.0, 2.0, 1.5]",561,,
C411A76A-FB66-5C38-9841-2C6343D4571B,defaults13,John Doe,1-954-979-4205,nibh.enim.gravida@hotmail.com,,,"[1512, 2012, 2512]","[2.0, 2.5, 1.0]",561,,
DA1F35CF-3198-14CD-8B82-7CCEDD51D599,base281,"Soto, Adrian",(618) 583-8556,nibh.enim@yahoo.com,"P.O. Box 535, 3046 Pretium St.",Missoula,[280],[3.0],1308,,
32D1395D-D36C-41AC-02B9-DB758386D047,base939,August M. Doyle,(623) 637-6281,nibh.sit.amet@google.com,Ap #437-9520 Mattis. Road,Southaven,[938],[3.0],2042,,
593FD0E2-7D00-6D3A-C94B-85CCA95474BE,base198,"Fleming, Drake I.",2337741927,nibh.vulputate@protonmail.org,"P.O. Box 168, 8485 Nisi. Avenue",Anchorage,[197],[3.0],1189,,
E0D75B34-46DD-4CD4-A7BE-DB156DB84238,base1366,Troy Conley,6768830725,nibh@aol.net,"925-4259 Eu, Rd.",Gulfport,[1365],[3.0],399,,
6763DD31-9F57-AEE1-FBCC-4D2D34629755,base453,Martena I. Finley,1-372-467-4255,nibh@protonmail.edu,732-2946 Malesuada. Avenue,Pocatello,[452],[3.0],1501,,
27118C85-4409-1408-17C8-21378DEB1C28,base1923,Cullen R. Hopper,(206) 248-7845,nibh@yahoo.com,782-1139 Ornare Av.,Gulfport,"[1922, 2422, 2922]","[3.0, 2.5, 1.5]",1112,,
27118C85-4409-1408-17C8-21378DEB1C28,defaults423,Cullen R. Hopper,(206) 248-7845,nibh@yahoo.com,,,"[1922, 2422, 2922]","[2.5, 2.5, 1.5]",1112,,
3B165966-C22C-21A8-6367-35B3374310A5,base1805,"George, Austin",1-599-627-2466,nisi.aenean@icloud.com,773-3229 Bibendum Rd.,Bear,"[1804, 2304, 2804]","[3.0, 1.0, 1.5]",951,,
3B165966-C22C-21A8-6367-35B3374310A5,defaults305,John Doe,000-000-0000,nisi.aenean@icloud.com,,,"[1804, 2304]","[1.0, 1.5]",952,,
33A1A58A-2AC7-244C-46EC-CCE5010B9669,base1545,"Hess, Gil",(394) 446-6932,nisi.cum@hotmail.com,268 Facilisis Avenue,Norfolk,"[1544, 2044, 2544]","[3.0, 2.5, 1.5]",600,,
33A1A58A-2AC7-244C-46EC-CCE5010B9669,defaults45,"Hess, Gil",(394) 446-6932,nisi.cum@hotmail.com,,,"[1544, 2044, 2544]","[2.5, 2.5, 1.5]",600,,
E2CA24EE-1F41-CB55-E166-AC59E18A1D90,base113,"Cash, Quin Q.",2625428766,nisi.dictum.augue@hotmail.ca,608-9038 Tincidunt Road,Rutland,[112],[3.0],141,,
3075A38A-51B4-A511-90E8-4D7687DE7E06,base1032,"Frost, Naida K.",1-358-825-3536,nisi.dictum@google.couk,"P.O. Box 603, 5780 Ullamcorper. Rd.",Pittsburgh,[1031],[3.0],34,,
2F8A9F72-5712-AD15-75C3-481BD4C741D6,base416,"Stanley, Rosalyn N.",1-414-595-3207,nisi.magna@aol.couk,767 Eleifend Rd.,Waterbury,[415],[3.0],1460,,
A287DDC3-F719-6EC6-EA68-3D711DFA639A,base435,"Marshall, Ivory U.",567738196,nisi.magna@hotmail.couk,Ap #302-8875 Magna. Avenue,Davenport,[434],[3.0],1480,,
5FFDA54A-78EC-B69E-DE81-376B7563157E,base1472,Lacota J. Osborn,1-146-887-1748,nisi.mauris.nulla@aol.com,Ap #722-8816 Scelerisque Ave,Gillette,[1471],[3.0],515,,
D827A345-5CAA-B41A-DA32-B94D5813C775,base1276,Sandra Little,(626) 971-4560,nisi.mauris.nulla@icloud.couk,"Ap #740-9181 Lectus, Street",Covington,[1275],[3.0],300,,
5362DBDB-DCA1-E6D6-2968-17A58E55104F,base538,Heather S. Farley,1-107-785-5337,nisi.mauris@aol.com,Ap #266-5447 Amet Road,Olympia,[537],[2.0],1594,,
09F7AFCC-57D0-A17B-9C11-9CADDCE27B6C,base371,"Bradley, Ulysses S.",6358851444,nisi.mauris@yahoo.org,819-2890 Urna Avenue,Lafayette,[370],[3.0],1411,,
73D64429-6C2B-1DE7-2C4B-2CDE83C59180,base308,Sebastian S. Gutierrez,1-462-317-7740,nisi.nibh@hotmail.org,550-8353 Ante Rd.,Oklahoma City,[307],[3.0],1340,,
46DC44C8-C55F-00DC-B510-98D343999D9B,base531,"Houston, Dahlia",3201628521,nisi.nibh@yahoo.com,671-6348 Curae Av.,Baltimore,"[530, 771]","[3.0, 1.0]",1587,,
CD71E18A-E72A-2326-D917-9657BED52FD1,base772,"Christian, Idona F.",1-848-472-0593,nisi.nibh@yahoo.com,"P.O. Box 716, 210 Vestibulum Rd.",Cedar Rapids,"[530, 771]","[1.0, 3.0]",1587,,
E252D144-D5D2-9D78-123A-A5C443AD047B,base1166,Ifeoma N. Banks,(422) 274-1826,nisl.arcu.iaculis@outlook.org,289 Praesent St.,Great Falls,[1165],[3.0],180,,
9E7B5E11-2C58-2A2D-595E-58D0761E86E1,base1945,Judith M. Acevedo,9148427213,nisl.elementum@outlook.com,"Ap #623-5400 Tempor, Av.",Milwaukee,"[1944, 2444, 2944]","[3.0, 2.5, 1.5]",1146,,
9E7B5E11-2C58-2A2D-595E-58D0761E86E1,defaults445,Judith M. Acevedo,9148427213,nisl.elementum@outlook.com,,,"[1944, 2444, 2944]","[2.5, 2.5, 1.5]",1146,,
B3458D17-069A-4C5F-BA8A-CF180DC04220,base1975,"Hanson, Ruth",(453) 638-3592,nisl.maecenas@hotmail.com,1284 Mauris Rd.,Southaven,"[1974, 2474, 2974]","[3.0, 2.5, 1.5]",1181,,
B3458D17-069A-4C5F-BA8A-CF180DC04220,defaults475,"Hanson, Ruth",(453) 638-3592,nisl.maecenas@hotmail.com,,,"[1974, 2474, 2974]","[2.5, 2.5, 1.5]",1181,,
5E55C12C-966E-46B2-9A76-CE956EB12AD3,base210,Macaulay B. Noble,(671) 633-1672,nisl.nulla@icloud.edu,2666 Semper Av.,Duluth,[209],[3.0],1226,,
8A4C346A-454E-B96F-7C44-8695188CAD62,base1459,"Cleveland, Ramona",(358) 612-0334,nisl.nulla@protonmail.edu,Ap #552-1115 Nibh. St.,Kenosha,[1458],[3.0],500,,
284A47BD-D5B5-8278-48B2-BED2FD2A5CC5,base1752,"Valdez, Kalia Z.",1-793-925-0828,nisl.quisque.fringilla@aol.com,Ap #355-5992 Condimentum Avenue,Great Falls,"[1751, 2251, 2751]","[3.0, 2.5, 1.5]",880,,
284A47BD-D5B5-8278-48B2-BED2FD2A5CC5,defaults252,"Valdez, Kalia Z.",1-793-925-0828,nisl.quisque.fringilla@aol.com,,,"[1751, 2251, 2751]","[2.5, 2.5, 1.5]",880,,
6BCAE7E4-DBA1-6E7E-109F-E8B5BBD334DA,base568,"Sullivan, Thor",1607274600,nisl.sem.consequat@outlook.com,Ap #728-7391 Quis St.,Sandy,[567],[3.0],1626,,
75BA493F-1216-D815-A2A7-19C0DB173B90,base121,"Shields, Julie",1-961-754-7231,nisl.sem@hotmail.org,521-648 Aliquam Road,Houston,[120],[3.0],228,,
B071B518-5ED8-4EFE-6E32-DEB2D4EC53C0,base1860,Adara Raymond,1-894-625-5953,nisl@hotmail.com,509-2155 Et Avenue,Denver,"[1859, 2359, 2859]","[3.0, 2.5, 1.5]",1023,,
B071B518-5ED8-4EFE-6E32-DEB2D4EC53C0,defaults360,Adara Raymond,1-894-625-5953,nisl@hotmail.com,,,"[1859, 2359, 2859]","[2.5, 2.5, 1.5]",1023,,
A29C1643-B7B5-EA2D-FD3B-9369C51A0821,base430,"Logan, Nehru",1-348-478-9218,non.ante.bibendum@outlook.ca,"101-7291 Tortor, St.",Gulfport,[429],[3.0],1474,,
5AF77335-EE28-C821-9954-781C9500309E,base1820,Steven E. Horne,(627) 845-3242,non.ante@hotmail.com,"P.O. Box 660, 264 Eget Street",Rockville,"[1819, 2319, 2819]","[3.0, 1.5, 1.5]",971,,
5AF77335-EE28-C821-9954-781C9500309E,defaults320,Steven E. Horne,000-000-0000,non.ante@hotmail.com,,,"[1819, 2319]","[1.5, 1.5]",972,,
FD829558-7145-D20A-C3C3-49C2EF428763,base1429,"Chan, Brennan Z.",(685) 270-5454,non.ante@hotmail.org,704 Nunc Ave,Gary,[1428],[3.0],468,,
217DD9AD-15D5-58D3-E923-13B213AEB853,base1473,"Henson, Seth",1-172-785-2604,non.arcu.vivamus@yahoo.ca,"P.O. Box 743, 7626 Morbi Avenue",Idaho Falls,[1472],[3.0],516,,
EF8FA12E-7DB9-6989-D7A8-727DA97109D2,base1070,Zephania U. Fuller,(248) 193-4485,non.dui@yahoo.net,579-6862 Nullam St.,Green Bay,[1069],[3.0],73,,
1A25BD16-B982-BCAC-73D4-994102C8F79B,base539,"Wilcox, Nola",1-418-945-0215,non.egestas@icloud.com,"P.O. Box 643, 5036 Inceptos Avenue",Annapolis,[538],[3.0],1595,,
55C67331-238C-A999-3921-CA4259E29B7E,base1232,"Justice, Anika O.",1556622264,non.enim.commodo@aol.com,257 Pharetra St.,Worcester,[1231],[3.0],252,,
4A8F9F86-553F-E06E-684A-13C6997C9BA0,base406,Yuri N. Hopkins,(221) 449-6732,non.feugiat@icloud.net,842-2750 Adipiscing Street,Portland,[405],[3.0],1449,,
F4ACE117-4A22-69E2-D746-3FDA1633DC5A,base1446,Mollie Oneil,(976) 855-2636,non.hendrerit@outlook.net,420-7090 Lobortis Av.,West Valley City,[1445],[3.0],487,,
E58CA385-3ECB-A275-B7C8-C995D0217A73,base680,Guy Noel,7326587481,non.justo@outlook.com,3187 Et Road,New Haven,[679],[3.0],1754,,
DA68E7B4-BE2D-7C7B-D832-5766E325ABD4,base125,"Gordon, Gabriel S.",8452151844,non.lacinia.at@yahoo.net,2930 Massa Rd.,Jefferson City,[124],[2.0],272,,
0A27BACA-0A78-B3E9-628E-FCC836415D71,base1203,Xenos Rogers,(136) 982-8793,non.lobortis.quis@aol.couk,1868 Vitae Street,Jackson,[1202],[3.0],221,,
32A6D571-5362-69A7-DCBB-49D7F969CEED,base879,"Hawkins, Suki",1-374-897-7512,non.lobortis.quis@yahoo.com,"P.O. Box 979, 1931 Porta St.",Portland,[878],[3.0],1978,,
9C0EE844-47D9-E3DD-A94C-71C81BC322CA,base1324,Neve Fisher,2476375443,non.lorem.vitae@hotmail.com,Ap #880-8819 Erat Av.,Knoxville,[1323],[3.0],355,,
3B065748-4310-B174-AB34-E0AC39709E75,base274,"Erickson, Thor N.",8654150502,non.luctus.sit@icloud.com,509 Cum St.,Bridgeport,[273],[3.0],1300,,
E8664CC5-CE41-1E83-81CD-F5C6A2AEC833,base1725,"Wall, Peter",(341) 424-8751,non.luctus@google.com,"P.O. Box 485, 7273 Non, Rd.",Glendale,"[1724, 2224, 2724]","[2.0, 1.5, 1.5]",848,,
E8664CC5-CE41-1E83-81CD-F5C6A2AEC833,defaults225,"Wall, Peter",(341) 424-8751,non.luctus@google.com,,,"[1724, 2224, 2724]","[1.5, 1.5, 1.5]",848,,
711F3E79-5479-8DD2-E3B6-4C3ABAFB96BA,base1435,Winifred J. Adkins,1637450667,non.magna.nam@google.net,"P.O. Box 714, 4167 Nunc Ave",Bellevue,[1434],[3.0],475,,
773D43E9-2D88-8727-8E8A-76DDE2C1DC03,base194,Jordan Landry,1-582-185-6036,non.magna@yahoo.com,"P.O. Box 177, 7486 Et St.",Oklahoma City,[193],[3.0],1139,,
0C495783-E273-702D-5BBD-F3DC4B71B459,base1106,"Haynes, Stacy",(723) 864-7575,non.massa@google.couk,"Ap #430-1879 Purus, Ave",Chandler,[1105],[3.0],114,,
35D56ADC-B7FA-9512-1D01-ACB31F523336,base1643,Nyssa Sherman,1-577-517-9316,non.nisi.aenean@icloud.com,Ap #618-9376 Proin Av.,Sacramento,"[1642, 2142, 2642]","[3.0, 2.5, 1.5]",737,,
35D56ADC-B7FA-9512-1D01-ACB31F523336,defaults143,Nyssa Sherman,1-577-517-9316,non.nisi.aenean@icloud.com,,,"[1642, 2142, 2642]","[2.5, 2.5, 1.5]",737,,
F88B6522-32AC-7D59-8573-616F77C35E7D,base1013,Selma N. Cherry,(352) 831-4263,non.nisi@aol.couk,Ap #535-2445 Luctus Ave,Orlando,[1012],[3.0],16,,
AA37C666-9262-1614-0E4D-8811E6E07A9C,base585,"Travis, Louis N.",(723) 372-5268,non.quam.pellentesque@yahoo.com,Ap #498-1255 Non Rd.,Dallas,[584],[3.0],1648,,
